text	Label
mohon bantuannya  akses Indihome saya tidak terkoneksi apakah gangguan di saya atau dari Indihome nya	Negative
Ini jaringan indihome kenapa yaa Dari kemarin lemot terus, lagi ada gangguan kah atau gimana? ini jaringan lemot dari kemarin	Negative
ini internet kenapa lagi sih gangguan muluuuuuu 	Negative
GANGGUAN TERUS	Negative
Not indihome gangguan meneh hadehhhhh	Negative
Ini indihome lagi gangguan ya??	Negative
Bisa banget nih gangguan jam segini,Udah gua restart tapi masih gini, koneksinya nyambung tapi kosong g… 	Negative
Emg lg gangguan kyknya, td temen gue jg ngeluh indihome lg error	Negative
"Duhh emang yaa kalo ujan indihome tbtb muncul merah. Eror atau kenapa sih? 
Udah di matiin masih aja… "	Negative
"Baik Kak Marwah, apabila tidak ada perubahan dapat informasikan data berikut yang belum dilengkapi :
1.… "	Negative
"Kak Willy, maaf apabila dibantu refresh tidak ada perubahan dapat informasikan data berikut ya :
1. S… "	Negative
indihome gangguan gakseh	Negative
kenapa dah indihome di rumah gangguan terus?? dah mana tsel lemot bet????????	Negative
Hai, Kak Erbe. Maaf ya atas hal tersebut, untuk gangguan jaringan yang dirasakan sudah dibantu laporkan dan… 	Negative
"day 1 : gangguan jaringan katanya
day 2 : modem rusak katanya
day 3 : mo datang siang katanya 

Ditunggu tapi ga da… "	Negative
indihome gangguan ya? dari jam 4 tadi gaada jaringan.	Negative
min indihome min gangguan min. Router kedip merah. Gada hujan gada angin.	Negative
pgn nnton raja meksiko tpi indihome lg gangguan	Negative
Payah nih tidak sinkron antara aplikasi my Indihome dan gangguan internet real time Indihome, sudah d… 	Negative
telkomsel bangsat ! indihome setan gangguan meni rame2 , ieu deui indihome ti peuting teu datang2 teknisina	Negative
ini emang indihome lagi gangguan ato cuma punya gue doang deh	Negative
Kualat dah lu berdua anjing nyusahin gangguan lu rutin	Negative
"Hai, Sobat. 

Gangguan internetnya akan Rachel bantu langsung perbaikan dari sini. 

Yuk Kak, informasik… "	Negative
Ini indihome gangguan kah? Info dong kak	Negative
Min mau tanya,kenapa hari ini tidak ada akses internet di wifi Indihome saya...apa sedang gangguan?	Negative
min, WiFi saya gangguan. Tolong dibantu.	Negative
hai, ka. Mau tanya, untuk pembayaran internet indihome apakah saat ini ada gangguan? Ko… 	Negative
" jam segini nge los jaringannya nih min :( 
indihome gangguan apa eror apa gimana nih"	Negative
ini daerah jakbar lagi gangguan kah? 	Negative
Indihome gangguan lg???	Negative
mau lapor gangguan internet udah lebih dari  1 minggu	Negative
mohon perbaikan gangguan jaringan di alamat gang anyar bangetayu wetan rt.2/1 genuk semarang..08213579625… 	Negative
Hai, Kak Nope. Saat ini belum ada informasi gangguan nasional. Riri bantu cek koneksi internetnya silakan… 	Negative
gangguan?	Negative
Parah banget sih ini INDIHOME  . Gangguan sampe 2 hari !!!	Negative
Yuhu indihome, aku udah DM dan mention ya...gangguan terus di sini internet nya	Negative
"hallo min indihome masih gangguan kah?
Dari jam 3 pagi begini terus?? "	Negative
"Hello indihome, masi pagi dah gangguan :( 
Kenapa ya masseh? Huhuuu @IndiHomeCare"	Negative
Oh why selalu gangguan??? 	Negative
lagi gangguan kah? Kok internet dirumah gabisa yaa??	Negative
Indihome gangguan kah?	Negative
respon dm ku min, mau buat pengaduan gangguan lewat app my indihome aplikasi nya error trus	Negative
"jam segini nge los jaringannya nih min :( 
indihome gangguan apa eror apa gimana nih"	Negative
Tadi sore firstmedia gangguan sekarang indihome gangguan juga	Negative
"Pelanggan Yth,

Diinformasikan saat ini di sekitar wilayah No. 027177920xx teridentifikasi terjadi ga… "	Negative
Dear mohon FU nya internet saya dgn nomer internet 12111722327… 	Negative
INDIHOME KAPAN KAMU TIDAK GANGGUAN	Negative
tolong jangan ngadi ngadi deh, jam segini gangguan segala	Negative
gangguan? Sinyal LOS pulogebang, cakung. Jaktim.	Negative
mohon bantuannya ada gangguan	Negative
Indihome gangguan kah? info dong	Negative
Tengah malem gangguan, ngga banget dah @IndiHome	Negative
Emang cuma yang seminggu sekali pasti gangguan internetnya gabisa dipake sama sekali sampe dtg teknisi ??	Negative
"
Melaporkan, 
Gangguan Indihome nomer pelanggan :
111103120734

Wifi di isolir, sudah m… "	Negative
indihome tolong bisa ga sehari ga gangguan?	Negative
aelah indihome gangguan	Negative
Oalaachh. Emang cuma indihome yang selalu tau kapan saat-ssat terbaik buat gangguan.	Negative
Indihome gangguan ga si?	Negative
"
Melaporkan, 
Gangguan Indihome nomer pelanggan :
111224121406

Lampu warna merah, tidak ada sinyal Wifi.… "	Negative
"
Melaporkan, 
Gangguan Indihome nomer pelanggan :
111224121406

Lampu warna merah, tidak ada sinyal W… "	Negative
Malam kak, lagi gangguan atau gimana ya???soalnya saya mau on mixlr gakbisa ???? terimakasih. @IndiHome	Negative
"Kak Indra. Maaf ya jadi bikin Kakak ga nyaman. 

Guna Adip bantu tindak lanjuti laporannya, inform… "	Negative
Halo Sobat, mengenai kondisi akses internetnya bisa disebabkan kabel patch cord yang kendur atau indik… 	Negative
Gara gara indihome gangguan kesempatan gw buat chat Nana habis cuma buat ngirim 'tes' ?????????????????????????????????????????? 	Negative
Status gangguan layanan telah teratasi tapi tidak ada teknisi datang ke rumah, tiba-tiba selesai aja.… 	Negative
Hai Sobat, mengenai kondisi akses internet berakhiran 99 bisa disebabkan kabel Patch Cord kendur atau g… 	Negative
"Kompensasi tagihannya itu ke orang sekota Merauke yang langganan Indihome, kaka Maul.
Yang error itu… "	Negative
Halo, Kak Lafa. Apakah dirasa gangguan pada nomor layanan dengan akhiran 35? Bila benar, mohon dipastikan… 	Negative
IndiHome ada gangguan ga nih?	Negative
gangguan kah?	Negative
Kenapa indihome sekarang sering gangguan min?	Negative
Hai Kak Nana, mengenai kondisi akses internetnya bisa disebabkan kabel Patch Cord kendur atau gangguan fi… 	Negative
min indihome sedang gangguan atau bagaimana dirouter merah mulu??	Negative
halo indihome mintatolong modem saya gangguan mohon ditindak lanjuti	Negative
Indihome napa sih gangguan ya	Negative
Kak Lucky, mohon maaf sebelumnya setelah dilakukan pengecekan saat ini Kakak dalam kategori Bisnis. Perih… 	Negative
Napa ni indihome gangguan	Negative
Halo admin, indihome saya gangguan. Detailnya sudah saya kirim via DM. Tolong cek DM	Negative
Gangguan mulu nih 	Negative
Yg pake indihome jg gangguan gaa	Negative
"
mau tanya apakah ada gangguan internet dilokasi saya
no langganan indihome 122433303452
posisi internet lagi mati. tks."	Negative
indihome sangat menguji kesabaran anjae, dari kemaren gangguan mulu dh @IndiHome	Negative
Kak indihome saya gangguan, lampu modem berkedip merah, tagihan udah saya bayar, udh saya coba matiin… 	Negative
indihome emg baru dipuji ga pernah gangguan setahun terakhir, langsung gangguan dabest	Negative
Indihome lagi gangguan ya? Sinyal di rumahku mendadak ilang2an kek doi??	Negative
kamu gangguan lagi, padahal aku mau UTS	Negative
indihome lagi gangguan kah? Udah direstart modem berkali kali tapi internetnya masih mati	Negative
Tolong dibantu yah ka kenapa modemnya tiba-tiba LOS ?apakah sedang ada gangguan ? Terimakasih 	Negative
Indihome ampun deh, sering banget gangguan ??	Negative
Tolong dibantu ka, kenapa modem saya tiba-tiba  internetnya LOS? Apa memang sedang ada gangguan ? Terimakasih… 	Negative
gangguan ya min? 	Negative
indihome gangguan ya ini, drtd loading doang???	Negative
Indihome ni kenapa si, gangguan mulu dari tadi	Negative
bro wtf is wrong with u, udah 2 hari ini gangguan terus buset. I got shit to do man cmon	Negative
silahkan instal aplikasi myindihome di hape kakak lalu pencet bagian p… 	Negative
 indihome jelek	Negative
.min koneksinya putus mulu nih, gak ada sebulan udh 2x putus, jelek bgt sih ????? nyusahin org aja..	Negative
indihome jelek bgt anjrot	Negative
demi kerang ajaib ini indihome lg jelek bgt ga si sinyalnya?!?	Negative
Indihome sinyalnya jelek bgt siii	Negative
 indihome jelek	Negative
 indihome jelek	Negative
 indihome jelek	Negative
 indihome jelek	Negative
ni knp si dr kmrn, jelek bgt	Negative
INDIHOME JELEK BGT SINYAL LU	Negative
Indihome sinyalnya jelek amat	Negative
ih kok indihome jelek bangett siii t___t	Negative
indihome sama telkomsel kenapa sih tiap malem jelek bgt bikin gua g mood pushrank	Negative
 indihome jelek	Negative
tolong yaa jgn jelek, ayang sy ngamuk nii gara2 anda	Negative
tolong jgn jelek yaa, ayang sy ngamuk2 itu	Negative
indihome jelek	Negative
Dikasih hujan, Indihome jelek banget, astaghfirullah	Negative
jaringan ku jelek banget ni knp	Negative
indihome jelek	Negative
ujan mulu jadi indihome jelek banget	Negative
Indihome jelek banget sinyalnya	Negative
indihome emang lagi jelek ya sinyal nya?	Negative
ah elah indihome jelek amat ini sinyal. Buka gmail aja kagak bisa-bisa. Konek web whatsapp juga gak bisa.	Negative
indihome kenapa deh jelek bgt skrg	Negative
Indihome jelek jaringan nya	Negative
rumahku jelek banget beg kalo indihome :( huft suwedih aku	Negative
Hi , jaringan saya 3 hari ini jelek sekali. Untuk membuka link absen saja saya harus pindah dari wifi ke… 	Negative
Indihome sinyal lo makin lama makin jelek meanwhile harga lo makin naik ??	Negative
indihome tolong lah jelek bgt nyet sinyal lu	Negative
umpaj indihome jelek hgt gue lh nntn????	Negative
Indihome jelek banget taiiiiii	Negative
INDIHOME KOK HARI INI JELEK SI	Negative
Indihome jelek banget sinyalnya ??	Negative
cape banget stress kuliah dan yang bener aja lah dari tadi pagi wifi gue jelek bgt??????	Negative
kok tiba tiba sinyal nya jelek sih mau ngerjain tugas kuliah buat besok nih hadeuh	Negative
Dvkanak ga dapettt, Indihome jelek banget ??	Negative
indihome gua jelek bgt anjr	Negative
"Indihome 3 hari ini bikin esmosi 
Kenapa koneksinya jelek banget siii sampe aku harus paketan data lagi"	Negative
Indihome jelek bgt. W sumpahin yg punya indihome harinya senin terus??	Negative
kata gue lo jelek @indihome	Negative
indihome jelek banget dr awal bulan napa dah aneh	Negative
Cie sinyal indihome jelek	Negative
harga doang naek, tapi kualitas jelek 	Negative
Saya pakenya firstm*d*a mas... Emang knapa disitu mas jelek ya sinyal ?? indihome	Negative
Profider wifi yg bagus apa sih ? Kok makin kesini indihome makin jelek kualitas sinyalnya :')	Negative
Disitu sinyalnya jelek jadi jangankan anak anda, anak indihome juga males	Negative
indihome klo subuh jaringannya jelek bgt njs	Negative
najis indihome jelek amat	Negative
JELEK WIFINYA DISANA YA PAYAH BGT KEMBARAN INDIHOME 	Negative
halo min. kenapa jaringan indihome belakangan ini jelek banget ya? @IndiHomeCare	Negative
indihome kenapa nambah jelek jaringannya pas puasa :))	Negative
indihome jelek bgt lu	Negative
SINYALNYA KNP JELEK MULU SI? HERAN!	Negative
INDIHOME JELEK MULU Y SINYAL LOOOOO GW KSL	Negative
indihome lo ngapa sih? gue lagi domain malah jelek	Negative
yang safari karena sinyal jelek jadi gamau kebuka, kalau ini mah salahin sinyalnya jelek wae siah	Negative
Indihome jelek	Negative
Ih jelek betul indihome. Gambar aja kagak keload	Negative
Indihome emang sinyalnya lagi jelek yaa	Negative
belajar main trompet lewat youtube terkendala sinyal jelek banget dirumah tadi, jadi langsung aku ganti internetnya… 	Negative
us ko gn ya jelek sinyalnya udh cb pake indihome blm	Negative
YA ALLAH AKU STRESS BGT DARITADI PENGEN JOIN ZOOM TAPI INI INDIHOME NGAJAK RIBUT MULU?? GILIRAN PAKE DATA JARINGAN JUGA JELEK BGT ALLAHU	Negative
DAH SEMANGAT NYATET SINYALNYA JELEK BGT INDIHOME NI KESEL GUE	Negative
Apes bgt lagi uts malah sinyal indihome jelek. Submit gform gabisabisa. Mana jawabannya pake ilang. Rip nilaii, cob… 	Negative
Bayar tagihan lancar tidak pernah menubggak tapi kualitas ?? giliran telat bayar kena denda, tapi giliran jelek diam2 bae...	Negative
btw indihome jelek hari ini ms beberapa kali pertengahan lg nonton malah buffering :/	Negative
INDIHOME ANJIR JELEK	Negative
tolong indihome jelek bgt lw	Negative
indihome jelek	Negative
ah indihome jelek banget sih jaringannya	Negative
IH YA ALLAH INDIHOME DARITADI PAGI KNP JELEK BGT	Negative
Ngapa indihome jelek	Negative
Indihome gw jelek bgttt gw gka bisa buka apa apaaa	Negative
Pantesan indihome jelek bgt sinyalnya, mo ujan toh (skrg dah ujan)	Negative
indihome lagi jelek banget, padahal ngabuburit paling enak adalah marathon film, series/anime yang sudah dalam daftar tontonan ??	Negative
"Orang yang berpuasa itu tidak cukup hanya menahan lapar dan haus.
Tapi juga harus menjauhi bohong, bertengkar dan p… "	Negative
lihat tutorial kupas kelapa muda di youtube dibikin marah sama jaringan jelek, besoknya langsung ganti internetnya… 	Negative
Wifi indihome jelek bgttt	Negative
INDIHOME JELEK BANGET ANJR	Negative
main apex legend di warnet tadi sore sinyalnya jelek banget sampe force close gamenya, langsung aja pulang ke rumah… 	Negative
"Selamat pagi..
Meski puasa, kita tetap semangat dan produktif ya kawan...!
Perbanyak ibadah dan tinggalkan perbuata… "	Negative
Telkomsel indihome kok akhir2 ini jelek banget sih jaringannya ??	Negative
Ini indosat ama indihome ngapa janjian siii jaringannya jelek ??	Negative
INDIHOME JELEK BGT	Negative
indihome yaallah udh 3 hari jaringan jelek, ini gw mau nonton gaabisa trdownload anjrt	Negative
kgk mood twitteran dah indihome jelek	Negative
indihome sinyal lu jelek banget	Negative
DITAMBAH WAKTUNYA JADI 20:52 YA. MAAF. INDIHOME JELEK SEPEI CREON	Negative
Ehh indihome akhir2 emang jelek ga sih? Aku ga bisa buka web kampus masa.. apa hpku yang udah terlalu kentank ????	Negative
Indihome jelek bgt sinyalnya dari semalam ??	Negative
sinyal indihome jelek bgt plsss	Negative
Yaallah indihome jelek bgt???????? lemot bgt dari kemaren kemaren??????	Negative
INDIHOME JELEK BNGET BINTANG SETENGAH	Negative
tapi kan bener, indihome jelek bgt butut ky dog	Negative
telkomsel, xl, indihome lagi jelek bgt kah? mau liat foto loadingnya lama ??	Negative
Indihome kok bisa jelek nya di beberapa aplikasi aja ya. Kaya google saat ini ga bisa di pake search, tapi youtube… 	Negative
Gw ga ngerti sm anak2 yg doyan tawuran gini tuh knp. Mending main game gituloh kl emg gamau belajar. Dr dl pelaku2… 	Negative
by u jelek indihome jelek	Negative
INI INDIHOME KENAPA SIH ERROR DARI MALEM ASTAGA	Negative
"-Capture kode error pada layar IndiHome TV
-Capture Mac Address dibalik perangkat Set Top Box (STB)
-Nom… "	Negative
Heeiii kenapa setiap sahur error ???? Harus telp lalu baru bener.. terus anak saya harus rewel saat sahur… 	Negative
di saat genting gini indihome gue malah error MAKASIH BGTTTT	Negative
Indihome akun buzzernya banyak dah, buat nutupin twit orang-orang kalo error kayaknya ??	Negative
"ini kok mau buka google error trs ya? Padahal udh bayar, selain google semua apk lancar"" aja"	Negative
Gua tungguin dong kirain indihome gua error. Bangkeeee 	Negative
Emg lg gangguan kyknya, td temen gue jg ngeluh indihome lg error	Negative
indihome napee sih error mulu hobinye, tolong dong kak aku besok ada kelas online sinyalnya dari sore merah terus ?? @IndiHome	Negative
Min ini IndiHome lagi error kah? @IndiHomeCare	Negative
Indihome error kah?	Negative
Halooo kenapa ini seharian wifi Indihome gak bisa buat internetan. Tolong balas DM saya. Bayar tagiha… 	Negative
Ternyata seiring dunia kembali normal, indihome pun kembali dengan seringnya internet error	Negative
indihome jaringannya error mulu nggak bosen? udah bosen nih dapet saran “bisa di restart dulu wifi nya, kak”	Negative
min hujan nih, indihome kok error yaa? Internet ok cuman gak bisa nyambung ke jaringan.. Tolong plis, masih ada kerjaan nih :(	Negative
Wahh ternyata mengatasi error di indihome usee tv gampang bgt bisa manual yaa, jadi gak khawatir lagi ni kalau gang… 	Negative
gworl it’s alr like 7 hours n indihome still error… pls zon’t make me mad???????????	Negative
Klarifikasi lu buruan error mulu 	Negative
min ini gimana ya indihome error dari semalem	Negative
Halo min. ini barusan wifi error. Baru kemaren bgt bayar. Tolong bantuan nya. Kondisi sedang WFH thankyou 	Negative
why indihome error teruss padahal sekarang udah tanggal 6, saya mau gmeet jadi gabisa. 	Negative
Halo, Kak Lea. Maaf ya bikin ga nyaman. Agar dapat kami cek lebih lanjut mengenai keluhan mengakse… 	Negative
alhamdulillah jika udh selesai, tp udh selesain… 	Negative
respon dm ku min, mau buat pengaduan gangguan lewat app my indihome aplikasi nya error trus	Negative
indihome error ga sih?	Negative
ni dri td w gatau indihome yg lemot apa dana error si argh	Negative
astagfirullah udah dana error, indihome ngajak ribut, lengkap bgt ??????	Negative
gapake indihome be, tp wifiku juga ndableg error dr siang nyebelin bgt wkwk	Negative
"Kompensasi tagihannya itu ke orang sekota Merauke yang langganan Indihome, kaka Maul.
Yang error itu… "	Negative
"Hello mimin ini knp lagi dah? Error melulu jaringan lu. Mengkesel!

Cc "	Negative
ya allah gw stress bgt tolong indihome knp sih error terus	Negative
Guys, indihome lg error atau gimana? Kok tagihannya cuma 33k ? 	Negative
lagi error ya ? dari kemarin sore sampe sekarang belum bisa dipake ini wifi nya. tolong ya...	Negative
Hai Kak Urie, apa yg dimaksud nomor internet *71 ? Bisa informasikan kode error yang muncul serta data be… 	Negative
Kmrn indihome error, sekarang telkomsell, trs gw harus pake apaa??	Negative
Indihome surabaya north error	Negative
tolong lah yuk indihome jangan error muluu tar pagi mau ujiann @IndiHomeCare	Negative
Iya min di rumah saya juga error nih, padahal mau main Stumble Guys ??????	Negative
ini apa ya cok ya error jam segini bikin menghambat pekerjaan males bet dah :(	Negative
Yg pake indihome pada error gak sih	Negative
Indihome mu error juga gabisa dipake sekarang?	Negative
"Ini indihome yang error apa emang belom dibayar yak??

Ngecek tagihan di m-banking gabisa tapi..

Bingung.."	Negative
oh indihome error ya?	Negative
indihome error lagi ya @IndiHomeCare	Negative
pie to kihhh kok geting aku indihome error	Negative
Indihome emang lagi sinting, di rumah akika juga error	Negative
Indihome lagi error atau gmn ya?	Negative
INDIHOME SAMA NETFLIXKU ERROR. Baru sampe Kakeknya confront Hari doang, grrr.	Negative
Indihome bisa gak sih gak error mulu	Negative
setiap bulan error terus, knp ya indihome?	Negative
min ini lg error yaa indihome??? @IndiHomeCare	Negative
internetnya untuk apple user daerah kemanggisan jak-bar kenapa error ya?	Negative
mana konfirmasi perbaikannya, dib… 	Negative
Indihome error mulu najong	Negative
Sobat galau karena error kode muncul di IndiHome TV Kamu Tenang, IndiHome Care siap siaga untuk memberikan informas… 	Negative
gue mager bolak balik akun anjer indihome lagi error	Negative
indihome error seharian :'))))	Negative
"lagi error apa mati suri, ya ?
ditelpon katanya peremajaan cuma sekitar 2-4jam.., tapi ini dari jam 12 ma… "	Negative
Ketika jam 09.15 buka laptop,tes wifi indihome dirumah. Astagfirullah gangguan gak bisa dipakai. Untung ada suami j… 	Negative
Indihome gue aman tau alhamdulillah tapi gatau abis bilang gini dia error?? UDAH UPDATE APP BELUM	Negative
berdosa bgt udh suudzon sama indihome eh yg error vlive nya?? 	Negative
error gk sih mana udh suudzon sama indihome??	Negative
Ini indihome masih error ya?	Negative
Kalo kalian pengguna indihome lagi error, cukup restart modem dan bersabar aja 	Negative
indihome fellas mau nanya dong, lg pada error juga kah?	Negative
Lagi suka banget main mobile legend soalnya pake wifi Indihome, gak pernah nge lag apalagi error… 	Negative
Aku suka banget main mobile legend pake wifi Indihome, gak pernah nge lag apalagi error 	Negative
Saya cek lampu LOS saya menyala dan ini sudah 3 kali dalam 2 minggu terakhir, dan saya mau buat lapor… 	Negative
ini indihome kenapa deh, error??	Negative
indihome lagi error ya?:(	Negative
Indihome sama telkomsel busa barengan gini dahh anjirrrr error nya	Negative
kayaknya lebih mendingan drpd indihome, indihome suka error bgt gitu	Negative
indihome burik bgt ngajak gelut, error server trs	Negative
sore sore nonton pertandingan sepakbola streaming di youtube tiba-tiba jaringan error di Coffee Shop tadi, langsung… 	Negative
Selamat berpuasa min. Indihome di rumah saya error' dari kmren	Negative
indihome tiap pagi error, listrik tiap siang mati sksksk	Negative
"&amp; apakah sudah mengakhiri kerjasama ?
kenapa subscription Mola tidak muncul lagi ?
saya subs… "	Negative
Hi, Kak Ardianto. Apakah ada kode error yang muncul pada IndiHome TV-nya? Jika ada silakan infokan… 	Negative
Indihome error kah?	Negative
Hai, Kak Sanni. Silakan informasikan kode error yang muncul di layar IndiHome TV-nya guna kami proses lebi… 	Negative
ni respon dong tv indihome error ngga bisa digunakan	Negative
indihome sinyal eobseoyo:) ku kira app twtku error lg, taunyaa...??	Negative
Hrp buat tindakan, Telkom dng layanan indihome error udah 8hr lebih sama sekali ga ada akses internetnya,g… 	Negative
dan bahkan di my indihome pun saya tidak ada riwayat penambahan paket cloud storage dan kalian harusnya sadar aplik… 	Negative
IndiHome ngapa sih kalo hujan error	Negative
halo halo indihome, kesabaran ku telah habis, seminggu loo kamu error kek gini @IndiHome	Negative
Sebuah bukti jika multi CS = human error. Satu case aja dari pagi ga kelar2, padahal cuma mau pindah rumah ?? (padah… 	Negative
"Indihome error Mbanking error debitcard ketelen.

Sabtu nya kok gini banget yaaaa"	Negative
"Kapan benernya jirrrr IndiHome lemot
Lagi mau nolep di vk "	Negative
IndiHome sering amat error ya	Negative
indihome dirumah knpsi error mulu	Negative
ini indihome emang lagi error apa gimana	Negative
indihome napee sih error mulu hobinye. anj lah	Negative
indihome error?	Negative
ini twitter yg error apa indihome yg lg ga bener sih-“	Negative
indihome error gak bisa lanjut quest	Negative
Halo, Kak Adil. Adri konfirmasi terlebih dahulu apakah yang dimaksud password wifi atau password pada… 	Negative
movie night nonton film godzila di youtube tiba-tiba jaringan error, sorenya langsung telpon teknisi buat ganti int… 	Negative
Halo, Kak Rudi. Maaf jadi tidak nyaman. Adri cek jaringannya saat ini normal dan online. Keluhannya s… 	Negative
gue heran teams sama indihome ada masalah apesi, error mulu	Negative
"? ??kapan menikmati indihome daerah lelilef woibulen hamahera                              


"	Netral
"? ??ada blom tau indihome gameqoo yu simak gameqoo jamin tarik dech                              


"	Netral
"? ??rabu produktif puasa produktif kalo pake jaring indihome                              


"	Netral
"? ??scrool youtube pakai indihome nemu webseries indihome jtd kisah kasih ramadhan lucu check it out channel                              


"	Netral
"? ??ef bb bf upload instagram feed hashtag ngabuburitbarengindihome akun tidak_di private tag indihome lupa ajak temen temen aktivitastanpabatas internetnyaindonesia a                              


"	Netral
"? ??follow instagram indihome foto tema versi sobat tulis caption indihome teman ngabuburit rumah teman keluarga                              


"	Netral
"? ??   toman boy s as mas indihome tokyo revengers tokrev lokal au                              


"	Netral
"? ??halo sobat lesta informasi jatuh tempo bayar indihome tanggal telat tidak_kena denda jaring kakak tidak_akan terisolir                              


"	Netral
"? ??min kalo saksi liga inggris indihome tv dmana                              


"	Netral
"? ??heh ezraa gemblung ngawur banget mention indihome ngapain nimbrung nipu via bri via indihome                              


"	Netral
"? ??beli sarung batik indihome internet asyik bikin tarik                              


"	Netral
"? ??zoom meeting rumah rumah lancar stabil untung pakai layan indihome indihome mantap                              


"	Netral
"? ??pagi meeting zoom jalan lancar zoomnya konekkan jaring indihome                              


"	Netral
"? ??selamat rabu jgn larut dlm terima laku esok jgn serah smgt indihome dukung aktivitas onlinemu kerja online jd mudah                              


"	Netral
"? ??acara indihome hotel mercure kota bengkulu                              


"	Netral
"? ??hallo kalo remote rusak gimana dapetinnya                              


"	Netral
"? ??mau cari simulasi kredit home credit ngetiknya indihome                              


"	Netral
"? ??lagi nyari ngabuburid instagram untung pake indihome internet jamin lancar stabil                              


"	Netral
"? ??beberapa pesan barang shopee cek skrg barangx dmana shoping online pake koneksi indihome cepat banget                              


"	Netral
"? ??indihome ppn                              


"	Netral
"? ??sambil nunggu buka puasa streaming film iko uwais gaada buffering kali rumah pake wifi indihome streaming film anti buffering                              


"	Netral
"? ??guys ayo saksi youtube kisah kasih ramadhan episode pake jaring indihome biar lancar nontonnya                              


"	Netral
"? ??sambil nunggu tarawih nyelesain tugas kuliah deh untung rumah pake wifi indihome internet nyelesain tugas kuliah cepat banget anti buffering                              


"	Netral
sobat udah tau belum indihome tv punya fitur keren untuk simpan tayang film tv storage yang bisa bantu kamu simpan rekam film favorit	Netral
"? ??hai selamat pagi besti work from hotel kali untung jaring internet indihome ruang social media tetep lamcar takut sinyal                              


"	Netral
"? ??kai s bucket list bentar tinggal seru tayang live eksklusif youtube indihome                              


"	Netral
"? ??halo jer yuk informasi detail lapor nomor internet nomor hp utama alternatif via link dm cek solusi meika                              


"	Netral
"? ??   halo sobat kti it s cuan time saldo linkaja total orang tang tebak gambar                              


"	Netral
"? ??puasa puasa gin ken main kucing biar nemenin belum_adopsi liat ngerawatnya deh untung wifi rumah pake indihome anti buffering                              


"	Netral
"? ??pagi erick fitria cek dasar nomor layan belum_dapat ip jaring suai lengkap fitria bantu respon via dm sila cek fitria                              


"	Netral
"? ??   jam kritis sobat jalan ibadah puasa semangatt sobatt bentarr iyaa jam                              


"	Netral
"? ??   tuju lagu drama soundtrack baguss bangett                              


"	Netral
"? ??sobat hati langgan yuk simak informasi kena layan indihome akun resmi indihome care sobat                              


"	Netral
"? ??keren banget danar alvin bcl factor sukak kali akuu pake koneksi indihome lancar stabil                              


"	Netral
"? ??puasa puasa rabu pagi teman tugas kerja banget untung kantor pake wifi indihome kerja tetep selesai cepat internet anti buffering                              


"	Netral
"? ??   borneo ramadan fest yuk lomba tilawah al qur an borneo culinary photo contest daftar                              


"	Netral
"? ??indihome                              


"	Netral
"? ??lagi nunggu imsak nyari tiket kereta api deh mudik lebaran besok untung rumah pake indihome internet cepat stabil                              


"	Netral
"? ??sering lihat kotak bawa bawa teknisi indihome hmm kira isi mengoprasikannya teknisi magang lulus uji teknisi                              


"	Netral
"? ??bismillah moga untung shaum                              


"	Netral
"? ??ef bb bf ef bb bf bismillah moga untung shaum colorfulramadan quizramadanmania silahturahmitanpabatas indihome a                              


"	Netral
"? ??masih minipack indimovie lite indihome                              


"	Netral
"? ??selamat pagi sobat indihome selamat aktivitas                              


"	Netral
"? ??jangan lupa nikmatin minipack indimovie lite indihome sobat teman                              


"	Netral
"? ??selamat pagi ariya banget kakak menikmati indihome tv stb set top box menikmati siar beda tvnya fitria                              


"	Netral
"? ??ga masuk ramadhan moga iman islam jalan ibadah puasa jgn lupa download aplikasi seru my indihome sobat                              


"	Netral
"? ??minta tolong cek dah intermitten kanan ont kiri google                              


"	Netral
"? ??stream kisah serial moon knight marvel studio disney hotstar aktif nikmat indihome tv yuk langgan                              


"	Netral
"? ??min indihome tv langgan stb                              


"	Netral
"? ??ef bb bf a                              


"	Netral
"? ??mau internet lancar pakai paket bundling indihome halo                              


"	Netral
"? ??cara lupa password modem indihome zte huawei lupa baca a  ikel belum_kena gt bisnis bitcoin lupa password modem indihome solusi wifi indihome rupa model wifi rumah                              


"	Netral
"? ??streaming mek sholat subuh indihome                              


"	Netral
"? ??saksi dukung tim jago vidio indihome langgan alam nonton tanding liga champions seru rumah kunjung                              


"	Netral
"? ??   hai sobatt gimana puasa kuat yaa sabarr tinggal jam buka puasany                              


"	Netral
"? ??   kurma yuk                              


"	Netral
"? ??   disave yaa sobat jadwal imsakiyah area sidoarjo kitar dijadiin wallpaper moga manfaat                              


"	Netral
"? ??   untung on going lupa nonton yaa rabu                              


"	Netral
"? ??   reply pake meme gif tinggal end drama sayang                              


"	Netral
"? ??makin lakik klo ngerokok tae gedee indihome akses cepat batas                              


"	Netral
"? ??   april april                              


"	Netral
"? ??   besok mimin bikin quiz takjil nihh siapp siapp yaah mboi                              


"	Netral
"? ??   absen yukk nungguin mbo                              


"	Netral
"? ??   mantapp nihh kuy sobattt mbois                              


"	Netral
"? ??adek adek ketemu abang indihome akses cepat batas                              


"	Netral
"? ??kereen banget bts indihome akses cepat batas                              


"	Netral
"? ??ef bb bf tantan fitria bantu cek layan kakak masuk kategori reguler sila coba ohiya interaksi enak fitria tungu via dm fitria a                              


"	Netral
